feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,score,pass
0.5712121966173692,0.9260083255341661,0.49373205562438705,0.2992651769700212,0.6890884087282819,0.19517451372631722,0.8824033668340058,0.1542501420799809,0.22245157066480237,0.5156409113742624,63.49603051290772,1
0.1083127668500079,0.1500833981313856,0.41847983812966494,0.3147736557738482,0.5937151932496576,0.2833193990623204,0.1921852003585769,0.3196469644303178,0.19487804420153332,0.548858652579682,20.35234593827367,0
0.21403359013139667,0.7612245271870901,0.05512712564479394,0.04696384080391247,0.6183186393253386,0.006605535415420083,0.35232592965633225,0.6720049075979873,0.6785299705457181,0.14779336932132625,32.97026034180357,0
0.943712982329624,0.8015826043087575,0.7727560205436277,0.866496842539447,0.46813682187415584,0.27010525407044206,0.9816769123756057,0.9592251416833416,0.3054785894011893,0.9649400022704611,85.91608625871471,1
0.5000066417728734,0.5388385188828178,0.8839913181008767,0.15386390405160122,0.4963906349896632,0.019851608243026675,0.4439872432922831,0.30019357042624617,0.48206512562969583,0.9617199063009311,55.38388663993301,1
0.21835758387378212,0.06502630630518869,0.1819960420971075,0.07720909693928901,0.9865140058087629,0.9912302126276892,0.3705766603098367,0.5111490706264882,0.0409883124621091,0.9091453460940329,15.097104355441987,0
0.20319229307689857,0.5691187844561834,0.943554787286803,0.6723793473012135,0.1644764421345477,0.307982139886394,0.618031249197596,0.5470721455514351,0.6162635881980633,0.17457878105362,50.79614447550964,1
0.18054053774146683,0.18388311560591086,0.04587777991543274,0.480287703092935,0.9866540406123882,0.6893618908177476,0.8225623260408,0.21258423229030254,0.7993107492335035,0.9342694241555919,18.458547607074006,0
0.13618778681211174,0.04808718304803783,0.4579126834829932,0.2543392132775588,0.7771870537653278,0.5049240524547312,0.6082477475319364,0.48054649948618544,0.9843023534551324,0.41228330447156725,18.591772766361057,0
0.18302078346180073,0.48328565743651675,0.7487391077137954,0.40831625983912756,0.8497752251355164,0.43065058598107897,0.42286867882051615,0.6468579647915227,0.4753032301053074,0.9863599718701648,40.87734581423472,0
0.8435873056663031,0.8235476091964054,0.6479434446293119,0.48303234129143013,0.6397623653213508,0.416713604333075,0.2908024720910679,0.6096970791702551,0.6898560521954045,0.3198967679945036,76.23911280804482,1
0.30841314145646526,0.18107171734226457,0.3086535438697049,0.2167995651900697,0.4806749571702694,0.12563311144418554,0.3481761215549938,0.5339482498557613,0.47663192215046624,0.7016821793117135,26.10974370782134,0
0.7027385339385297,0.8590045797089175,0.4779619561623063,0.7298682699543542,0.4964606910365148,0.7439574101242897,0.8994836025590933,0.3253577610450844,0.525408778556653,0.9077503820999536,70.73760057159839,1
0.468659867223997,0.3236519529150049,0.3440066545745758,0.38993722678166987,0.5105018602982547,0.038822720296711966,0.22589343262092665,0.16676050701350398,0.0741444222467692,0.14462381034792227,39.23545863571824,0
0.4901677801062585,0.27219448041470007,0.7050749630084325,0.5118269008797877,0.06282617615310793,0.23171124604219928,0.7310562495055516,0.11403267552740626,0.9952173329144071,0.26695294406389936,46.99231388565787,0
0.9237595478898311,0.3873950842429186,0.2402826806962296,0.4129712428379313,0.21825949255743948,0.36817013570530177,0.4102163942728836,0.09418939990166741,0.9047052851453492,0.9048254028233578,57.50760048518471,1
0.25522366096492644,0.6365558225276088,0.46628963807105706,0.8396491233098542,0.5059662275306619,0.2955987604343546,0.648697820912277,0.9998950511880179,0.8807055998935635,0.22080618020241372,47.027905108945,0
0.8112132483954219,0.01743149663771626,0.2245782998379665,0.3441873254121314,0.8938103015359876,0.6909349595574676,0.9405117383794489,0.41797578347493625,0.8968148004482541,0.6515728519470413,40.904914085829006,0
0.05212352470716175,0.572594160008845,0.3275676937248311,0.6452537337437747,0.5800509561281052,0.8997511243151913,0.029595020538335848,0.8027705259406608,0.3514250254495229,0.0066043782831438635,32.26665700048619,0
0.12402457330966643,0.8306067863817447,0.11364578203697762,0.7593124656199474,0.6093019001649693,0.0025946595948701523,0.09005045697720959,0.7474028357630421,0.9629723067285021,0.07481593641248929,39.74522682077802,0
0.9286761467691843,0.9682715879643036,0.24355391705678064,0.2706737481149055,0.33944983505926196,0.2688272487175911,0.24238728120130115,0.6937672208300147,0.23457997465404723,0.32423025567813435,73.77300933198116,1
0.8086361592940543,0.9805559162805784,0.987860614579385,0.11526877855599438,0.6974341100161867,0.897819275038855,0.6278070257301436,0.11346084461306383,0.35413238308946204,0.5931437822698048,82.67202393732717,1
0.753677298184733,0.2753062997702983,0.9312153243356568,0.5847320438455933,0.19899160688274564,0.8392550802723355,0.9868523921872336,0.38362291701541806,0.6642674562163019,0.9642536903702742,62.87790784566734,1
0.5754427752210877,0.4387656604220689,0.16767563845966849,0.14059326787378235,0.21414501819917953,0.5352366928921596,0.41000886894549204,0.11654051158289835,0.22014319007736882,0.6960987381688186,40.94012626943677,0
0.5544763417193668,0.5813189824112872,0.5584819245358726,0.09225791898588631,0.6856283144793539,0.14507732768560477,0.572799554223658,0.26954596703669564,0.7691647500584138,0.7156572808713598,51.71084082168961,1
0.3538253408602874,0.4871034082268778,0.9855709590355478,0.6321818347158542,0.837962340377609,0.39969753835530597,0.025030094031002537,0.20661456560598268,0.6390415321732247,0.4750642130382787,54.799353409087324,1
0.30197359119160927,0.4049585158160768,0.5328121889764171,0.26603794351486687,0.7397359022427342,0.4266259395340011,0.8623062980570421,0.5513454531798924,0.9847600930233079,0.30626473761668804,37.54432233682368,0
0.34578751690353016,0.8114270356843477,0.5495017102263251,0.38067365533381514,0.6291894974100384,0.7056550593163925,0.30594472733133904,0.514560657541569,0.9841166183817247,0.7529066400219093,52.97108250453629,1
0.43949843050227133,0.8421792917778567,0.02899312942431498,0.3608488667913029,0.482122869964805,0.6496826239127126,0.467095382477839,0.5480041290780483,0.862041804111029,0.6020491055489859,47.03366722982589,0
0.5108384847367917,0.9147419055514086,0.3277996058082773,0.4412497885923675,0.30274594980171765,0.5591666771589491,0.0065783127456388035,0.9131816948549807,0.5835826935262476,0.946831086988062,58.84428655810314,1
0.7756351223817575,0.036714238967086366,0.9901271355891718,0.9188787584737251,0.18326076816343495,0.3581001122837999,0.1790925869565062,0.12187144698752295,0.8997571116025977,0.2667475600623457,61.11816236080359,1
0.8972188869055013,0.25954018371735754,0.8316015149005451,0.13137583752368354,0.968619565222574,0.5235192097014978,0.6854574160077744,0.08620850003829095,0.5158191780444019,0.5515701431612859,61.62074966098853,1
0.3853025922622202,0.09677582706449572,0.07252806441421444,0.41576441137413633,0.4403445620026085,0.4743868324468329,0.3208028572870012,0.9299100772242873,0.8113303628923089,0.6423891838832629,23.923583904449334,0
0.2300398160459216,0.6736177077244754,0.7112979314319187,0.9564719734584621,0.8146903486974598,0.5870279935837731,0.22138725815075366,0.4609836623228609,0.3616947681851136,0.8754071277958838,53.20080223679412,1
0.523866333306754,0.7618501386788299,0.5646602363537518,0.2104038803115481,0.2508349421762014,0.19258746135752336,0.9503432331802665,0.837292173459194,0.6261159306493004,0.9282841915303184,57.20740102282558,1
0.19613464437940642,0.13362100724272052,0.1463500126785885,0.7336676526224483,0.1379461461206708,0.4591117143418906,0.06520138706648315,0.4404475470847108,0.7729026962433537,0.201138620829573,22.117692772254127,0
